Title,Release Year,Locations,Fun Facts,Production Company,Distributor,Director,Writer,Actor 1,Actor 2,Actor 3,Latitude,Longitude
The Dead Pool,1988,"Eber Electronics (2355 Market Street, Castro)",,Warner Bros. Pictures,Warner Bros. Pictures,Buddy Van Horn,Harry Julian Fink,Clint Eastwood,Liam Neeson,Patricia Clarkson,,
The Dead Pool,1988,Clementina & Sumner Streets,,Warner Bros. Pictures,Warner Bros. Pictures,Buddy Van Horn,Harry Julian Fink,Clint Eastwood,Liam Neeson,Patricia Clarkson,,
The Dead Pool,1988,Carl & Cole Streets (Cole Valley),,Warner Bros. Pictures,Warner Bros. Pictures,Buddy Van Horn,Harry Julian Fink,Clint Eastwood,Liam Neeson,Patricia Clarkson,37.7658084,-122.4499754
The Dead Pool,1988,710 Steiner Street (Hayes Valley),,Warner Bros. Pictures,Warner Bros. Pictures,Buddy Van Horn,Harry Julian Fink,Clint Eastwood,Liam Neeson,Patricia Clarkson,,
The Dead Pool,1988,550 El Camino Del Mar (Seacliff),,Warner Bros. Pictures,Warner Bros. Pictures,Buddy Van Horn,Harry Julian Fink,Clint Eastwood,Liam Neeson,Patricia Clarkson,37.78755685,-122.48995538212412
The Dead Pool,1988,23rd & Iowa Streets (Dogpatch),,Warner Bros. Pictures,Warner Bros. Pictures,Buddy Van Horn,Harry Julian Fink,Clint Eastwood,Liam Neeson,Patricia Clarkson,37.7575917,-122.3921722
The Dead Pool,1988,22nd Bet. Carolina & Rhode Island Streets (Potrero Hill),,Warner Bros. Pictures,Warner Bros. Pictures,Buddy Van Horn,Harry Julian Fink,Clint Eastwood,Liam Neeson,Patricia Clarkson,,
The Dead Pool,1988,22nd & Wisconsin Streets (Potrero Hill),,Warner Bros. Pictures,Warner Bros. Pictures,Buddy Van Horn,Harry Julian Fink,Clint Eastwood,Liam Neeson,Patricia Clarkson,37.757219,-122.3988453
The Dead Pool,1988,20th & De Haro Streets (Potrero Hill),,Warner Bros. Pictures,Warner Bros. Pictures,Buddy Van Horn,Harry Julian Fink,Clint Eastwood,Liam Neeson,Patricia Clarkson,37.7656814,-122.4016818
The Dead Pool,1988,1954 Mason Street (North Beach),,Warner Bros. Pictures,Warner Bros. Pictures,Buddy Van Horn,Harry Julian Fink,Clint Eastwood,Liam Neeson,Patricia Clarkson,37.8016334375,-122.4126910625
The Dead Pool,1988,"San Francisco General Hospital Medical Center (1001 Potrero Avenue, Potrero Hill)",SF General Hospital is the only Level I Trauma Center serving San Francisco and northern San Mateo County.,Warner Bros. Pictures,Warner Bros. Pictures,Buddy Van Horn,Harry Julian Fink,Clint Eastwood,Liam Neeson,Patricia Clarkson,,
The Last of the Gladiators,1988,,,Twin Tower Enterprises,Evel Videos,Martin Jay Sadoff,Martin Jay Sadoff,Evel Knievel,,,44.933143,7.540121
The Presidio,1988,Washington Street & Waverly Place (Chinatown),,Paramount Pictures,Paramount Pictures,Peter Hyams,Larry Ferguson,Sean Connery,Mark Harmon,Meg Ryan,,
The Presidio,1988,Sansome Street (The Embarcadero),,Paramount Pictures,Paramount Pictures,Peter Hyams,Larry Ferguson,Sean Connery,Mark Harmon,Meg Ryan,37.8048162,-122.4028944
The Presidio,1988,Presidio (Golden Gate National Recreation Area),"In 1776, Spain made the Presidio a fortified area. The area was then given to Mexico, but then given to the US in 1848. The 1994 demilitarization of the area in 1994 marked the end of its 219 years of military use.",Paramount Pictures,Paramount Pictures,Peter Hyams,Larry Ferguson,Sean Connery,Mark Harmon,Meg Ryan,,
The Presidio,1988,Montgomery & Vallejo Streets (Telegraph Hill),,Paramount Pictures,Paramount Pictures,Peter Hyams,Larry Ferguson,Sean Connery,Mark Harmon,Meg Ryan,,
The Presidio,1988,Market & 2nd Streets,,Paramount Pictures,Paramount Pictures,Peter Hyams,Larry Ferguson,Sean Connery,Mark Harmon,Meg Ryan,39.9499946,-75.1438048
The Presidio,1988,Hayes & Polk Streets (Civic Center),,Paramount Pictures,Paramount Pictures,Peter Hyams,Larry Ferguson,Sean Connery,Mark Harmon,Meg Ryan,,
The Presidio,1988,Golden Gate Bridge,"With 23 miles of ladders and 300,000 rivets in each tower, the Golden Gate Bridge was the world's longest span when it opened in 1937.",Paramount Pictures,Paramount Pictures,Peter Hyams,Larry Ferguson,Sean Connery,Mark Harmon,Meg Ryan,37.81990665,-122.47858000733174
The Presidio,1988,"Fort Point (Presidio, Golden Gate National Recreation Area)","Built in 1853, Fort Point is the only West Coast fort built by the Union Army. Though the Confederate army planned to attack San Francisco, the commanding Confederate general learned that the war had ended while end route to SF.",Paramount Pictures,Paramount Pictures,Peter Hyams,Larry Ferguson,Sean Connery,Mark Harmon,Meg Ryan,,
The Presidio,1988,Ferry Building,"Every hour and half-hour, the clock bell atop the Ferry Building chimes portions of the Westminster Quarters.",Paramount Pictures,Paramount Pictures,Peter Hyams,Larry Ferguson,Sean Connery,Mark Harmon,Meg Ryan,37.7947815,-122.393678
The Presidio,1988,Coit Tower,"The Tower was funded by a gift bequeathed by Lillie Hitchcock Coit, a socialite who reportedly liked to chase fires. Though the tower resembles a firehose nozzle, it was not designed this way.",Paramount Pictures,Paramount Pictures,Peter Hyams,Larry Ferguson,Sean Connery,Mark Harmon,Meg Ryan,37.80237905,-122.40583435461312
The Presidio,1988,Civic Center Plaza,,Paramount Pictures,Paramount Pictures,Peter Hyams,Larry Ferguson,Sean Connery,Mark Harmon,Meg Ryan,37.3481185,-121.9006668523511
The Presidio,1988,Battery Street (The Embarcadero),,Paramount Pictures,Paramount Pictures,Peter Hyams,Larry Ferguson,Sean Connery,Mark Harmon,Meg Ryan,,
The Presidio,1988,900 Block of Grant Avenue (Chinatown),,Paramount Pictures,Paramount Pictures,Peter Hyams,Larry Ferguson,Sean Connery,Mark Harmon,Meg Ryan,,
The Presidio,1988,700 Block of Jackson Street (Chinatown),,Paramount Pictures,Paramount Pictures,Peter Hyams,Larry Ferguson,Sean Connery,Mark Harmon,Meg Ryan,,
The Presidio,1988,200 Block of Sansome Street (Financial District),,Paramount Pictures,Paramount Pictures,Peter Hyams,Larry Ferguson,Sean Connery,Mark Harmon,Meg Ryan,37.792264,-122.4007622
Tucker: The Man and His Dream,1988,City Hall,"The dome of SF's City Hall is almost a foot taller than that of the US Capitol Building. In 1954, Joe DiMaggio and Marilyn Monroe married at the Beaux Arts-style building.",Lucasfilm,Paramount Pictures,Francis Ford Coppola,Arnold Schulman,Jeff Bridges,Joan Allen,Marin Landau,42.0494355,13.039210233090513
Casualties of War,1989,Mission Dolores Park (Mission District) via J-Church MUNI Train,"The two land plots that comprise the Park were used as a Jewish cemetery until 1894 when San Francisco prohibited all burials within city limits. The graves were moved to Colma, CA.",Columbia Pictures Corporation,Columbia Pictures,Brian DePalma,Daniel Lang,Michael J. Fox,Sean Penn,,,
Common Threads: Stories From the Quilt,1989,The Castro,"From 1910-1920 the Castro was called ""Little Scandinavia"" because of its high concentration of residents of Scandinavian ancestry.",Home Box Office (HBO),Direct Cinema Limited,Rob Epstein,Jeffrey Friedman,Sara Lewinstein,David Mandell,,37.7608561,-122.434957
Fat Man and Little Boy,1989,"Postcard Row (Alamo Square, Hayes Valley)",The 6 Victorian homes across from Alamo Square Park are among the few Victorians to survive the Great Fire.,Paramount Pictures,Paramount Pictures,Roland Joffe,Roland Joffe,Paul Newman,John Cusack,,,
Indiana Jones and the Last Crusade,1989,Administration Building (Treasure Island),"An artificial island, Treasure Island was created for the 1939 Golden Gate International Exposition, and is named after the novel by Robert Louis Stevenson, a one-time San Francisco resident.",Paramount Pictures,Paramount Pictures,Steven Spielberg,Jeffrey Boam,Harrison Ford,Sean Connery,,37.817412,-122.3712223
True Believer,1989,,,Columbia Pictures Corporation,Columbia Pictures,Joseph Ruben,Wesley Strick,James Woods,"Robert Downey, Jr.",,44.933143,7.540121
Another 48 Hours,1990,,,Eddie Murphy Productions,Paramount Pictures,Walter Hill,Walter Hill,Eddie Murphy,Nick Nolte,,44.933143,7.540121
Pacific Heights,1990,Texas & 19th Streets (Potrero Hill),,Morgan Creek Productions,Twentieth Century Fox Film Corporation,John Schlesinger,Daniel Pyne,Melanie Griffith,Matthew Modine,,,
Pacific Heights,1990,Financial District,,Morgan Creek Productions,Twentieth Century Fox Film Corporation,John Schlesinger,Daniel Pyne,Melanie Griffith,Matthew Modine,,40.7076681,-74.009271
Pacific Heights,1990,Chinatown,"First established in the mid-19th Century, SF's Chinatown is the oldest and largest Chinatown in the US.",Morgan Creek Productions,Twentieth Century Fox Film Corporation,John Schlesinger,Daniel Pyne,Melanie Griffith,Matthew Modine,,40.7164913,-73.9962504
Pretty Woman,1990,,,Touchstone Pictures,Buena Vista Pictures,Garry Marshall,J.F. Lawton,Richard Gere,Julia Roberts,,44.933143,7.540121
Class Action,1991,"Mission Dolores (3321 16th Street, Mission District)","Mission Dolores' official name is Mission San Francisco de Assis. It is the oldest building in San Francisco, built in 1791, and has survived two major earthquakes.",Interscope Communications,Twentieth Century Fox Film Corp.,Michael Apted,Carolyn Shelby,Gene Hackman,Mary Elizabeth Mastrantonio,,,
Class Action,1991,City Hall,"The dome of SF's City Hall is almost a foot taller than that of the US Capitol Building. In 1954, Joe DiMaggio and Marilyn Monroe married at the Beaux Arts-style building.",Interscope Communications,Twentieth Century Fox Film Corp.,Michael Apted,Carolyn Shelby,Gene Hackman,Mary Elizabeth Mastrantonio,,42.0494355,13.039210233090513
Class Action,1991,Bix Restaurant (56 Gold Street),,Interscope Communications,Twentieth Century Fox Film Corp.,Michael Apted,Carolyn Shelby,Gene Hackman,Mary Elizabeth Mastrantonio,,37.7968463,-122.4029264
Dying Young,1991,,,Twentieth Century Fox Corporation,Twentieth Century Fox Corporation,Joel Schumacher,Richard Friedenberg,Julia Roberts,Campbell Scott,,44.933143,7.540121
Shattered,1991,,,Capella International,Metro-Goldwyn-Mayer,Wolfgang Petersen,Wolfgang Petersen,Tom Berenger,Bob Hoskins,,44.933143,7.540121
Star Trek VI: The Undiscovered Country,1991,Golden Gate Bridge,"With 23 miles of ladders and 300,000 rivets in each tower, the Golden Gate Bridge was the world's longest span when it opened in 1937.",Paramount Pictures,Paramount Pictures,Nicholas Meyer,Nimoy,William Shatner,Leonard Nimoy,George Takei,37.81990665,-122.47858000733174
The Doctor,1991,,,Silver Screen Partners IV,Buena Vista Pictures,Randa Haines,Robert Caswell,William Hurt,Christine Lahti,,44.933143,7.540121
The Doors,1991,,,Bill Graham Films,TriStar Pictures,Oliver Stone,J. Randal Johnson,Val Kilmer,Meg Ryan,,44.933143,7.540121
Until the End of the World,1991,"Tosca Café (242 Columbus Avenue, North Beach)",,Village Roadshow Pictures,Warner Bros. Pictures,Wim Wenders,Wim Wenders,Solveig Dommartin,,,,
Basic Instinct,1992,Yerba Buena Center for the Arts,,Carolco Pictures,TriStar Pictures,Paul Verhoeven,Joe Eszterhas,Michael Douglas,Sharon Stone,George Dzundza,37.7850594,-122.4012672673096
Basic Instinct,1992,Transbay Terminal (Mission Street at 1st Street),"Built in 1939, the Terminal linked San Francisco, the East Bay, and Sacramento by rail for the first time.",Carolco Pictures,TriStar Pictures,Paul Verhoeven,Joe Eszterhas,Michael Douglas,Sharon Stone,George Dzundza,,
Basic Instinct,1992,Tosca Café (242 Columbus Avenue),,Carolco Pictures,TriStar Pictures,Paul Verhoeven,Joe Eszterhas,Michael Douglas,Sharon Stone,George Dzundza,37.7975454,-122.4059615
Basic Instinct,1992,"Steinhart Aquarium (California Academy of Sciences, Golden Gate Park)","The Steinhart Aquarium is home to over 38,000 animals, which represent more than 900 species.",Carolco Pictures,TriStar Pictures,Paul Verhoeven,Joe Eszterhas,Michael Douglas,Sharon Stone,George Dzundza,,
Basic Instinct,1992,Raw Hide II (280 Seventh Street),,Carolco Pictures,TriStar Pictures,Paul Verhoeven,Joe Eszterhas,Michael Douglas,Sharon Stone,George Dzundza,,
Basic Instinct,1992,Pier 7 (The Embarcadero),,Carolco Pictures,TriStar Pictures,Paul Verhoeven,Joe Eszterhas,Michael Douglas,Sharon Stone,George Dzundza,,
Basic Instinct,1992,Kearney Street (Telegraph Hill),,Carolco Pictures,TriStar Pictures,Paul Verhoeven,Joe Eszterhas,Michael Douglas,Sharon Stone,George Dzundza,37.79540985,-122.4046885584361
Basic Instinct,1992,Hall of Justice (850 Bryant Street),,Carolco Pictures,TriStar Pictures,Paul Verhoeven,Joe Eszterhas,Michael Douglas,Sharon Stone,George Dzundza,37.77513815,-122.40427695123522
Basic Instinct,1992,2930 Vallejo Street,,Carolco Pictures,TriStar Pictures,Paul Verhoeven,Joe Eszterhas,Michael Douglas,Sharon Stone,George Dzundza,37.79412925,-122.44567096829788
Basic Instinct,1992,Chinatown,"First established in the mid-19th Century, SF's Chinatown is the oldest and largest Chinatown in the US.",Carolco Pictures,TriStar Pictures,Paul Verhoeven,Joe Eszterhas,Michael Douglas,Sharon Stone,George Dzundza,40.7164913,-73.9962504
Basic Instinct,1992,Gibb Street (Chinatown),,Carolco Pictures,TriStar Pictures,Paul Verhoeven,Joe Eszterhas,Michael Douglas,Sharon Stone,George Dzundza,37.7960465,-122.404306
Basic Instinct,1992,1158-70 Montgomery Street,,Carolco Pictures,TriStar Pictures,Paul Verhoeven,Joe Eszterhas,Michael Douglas,Sharon Stone,George Dzundza,41.6996204,-73.92908163711542
Basic Instinct,1992,2104 Broadway,,Carolco Pictures,TriStar Pictures,Paul Verhoeven,Joe Eszterhas,Michael Douglas,Sharon Stone,George Dzundza,37.8101172,-122.2673504
Final Analysis,1992,"Westin St. Francis Hotel (335 Powell Street, Union Square)","The hotel was originally supposed to be named the Crocker Hotel, after Charles Founder the railroad magnate who founded it. However, the hotel took the name the St. Francis after one of the earliest Gold Rush hotels.",Warner Bros. Pictures,Warner Bros. Pictures,Phil Joanou,Robert Berger,Richard Gere,Kim Basinger,,,
Final Analysis,1992,"Public Health Service Hospital (Presidio, Golden Gate National Recreation Area)","In 1776, Spain made the Presidio a fortified area. The area was then given to Mexico, but then given to the US in 1848. The 1994 demilitarization of the area in 1994 marked the end of its 219 years of military use.",Warner Bros. Pictures,Warner Bros. Pictures,Phil Joanou,Robert Berger,Richard Gere,Kim Basinger,,,
Final Analysis,1992,"Presidio, Golden Gate National Recreation Area","In 1776, Spain made the Presidio a fortified area. The area was then given to Mexico, but then given to the US in 1848. The 1994 demilitarization of the area in 1994 marked the end of its 219 years of military use.",Warner Bros. Pictures,Warner Bros. Pictures,Phil Joanou,Robert Berger,Richard Gere,Kim Basinger,,,
Final Analysis,1992,City Hall,"The dome of SF's City Hall is almost a foot taller than that of the US Capitol Building. In 1954, Joe DiMaggio and Marilyn Monroe married at the Beaux Arts-style building.",Warner Bros. Pictures,Warner Bros. Pictures,Phil Joanou,Robert Berger,Richard Gere,Kim Basinger,,42.0494355,13.039210233090513
Final Analysis,1992,Bix Restaurant (56 Gold Street),,Warner Bros. Pictures,Warner Bros. Pictures,Phil Joanou,Robert Berger,Richard Gere,Kim Basinger,,37.7968463,-122.4029264
Memoirs of an Invisible Man,1992,St. Elizabeth Apartment House (901 Powell Street at Sacramento),,Warner Bros. Pictures,Warner Bros. Pictures,John Carpenter,Robert Collector,Chevy Chase,Daryl Hannah,Sam Neill,,
Raising Cain,1992,,,Pacific Western,Universal Pictures,Brian DePalma,Brian DePalma,John Lithgow,,,44.933143,7.540121
Sister Act,1992,"St. Paul's Church (Church Street, Noe Valley)",,Touchstone Pictures,Buena Vista Pictures,Emile Ardolino,Joseph Howard,Whoopi Goldberg,Maggie Smith,,,
Sneakers,1992,The Embarcadero,,Universal Pictures,Universal Pictures,Phil Alden Robinson,Walter Parkes,Sydney Poitier,Robert Redford,,37.8048548,-122.4031918
